what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1395076912231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395076936306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077012680
activated,editor,org.eclipse.m2e.editor,1.3.1.20130219-1424,"org.eclipse.m2e.editor.MavenPomEditor",1395077015378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1395077024721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395077025426
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1395077025621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077027455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077053382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077056106
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1395077057916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077057984
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1395077059820
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395077061716
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395077063907
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395077063933
error,log,,,"Error",1395077068509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077068586
